month,lead_organisation,organisation_type,donor,sector,education_level,indicator,activity,implementing_partner,county,sub_county,start_date,end_date,activity_status,boys,girls,men,women,beneficiary_type,total_reached,comments,source,number_schools,adm1_pcode,indicator_short,sector_reached
August,Food for the Hungry,International NGO,FHUSA,Education,Primary,"indicator 6 # of children and youth benefiting from resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",children taught on lifeskill lessons,Food for the Hungry,Marsabit,Moyale,2023-01-01T00:00:00Z,2023-08-01T00:00:00Z,Completed,1088,927,NA,NA,Vulnerable Residents,2015,NA,eie_5ws_tempate_v2_FH Kenya-August 29th.xlsx,11,KE010,6. Children resilience enhancing,2015
August,Food for the Hungry,International NGO,FHUSA,Education,Primary,"indicator 6 # of children and youth benefiting from resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",School children provided with desks,Food for the Hungry,Marsabit,Moyale,2023-01-01T00:00:00Z,2023-08-01T00:00:00Z,Completed,20,48,NA,NA,Vulnerable Residents,68,NA,eie_5ws_tempate_v2_FH Kenya-August 29th.xlsx,2,KE010,6. Children resilience enhancing,68
August,Food for the Hungry,International NGO,FHUSA,Education,Primary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,Rennovation of classrooms,Food for the Hungry,Marsabit,Moyale,2023-01-01T00:00:00Z,2023-08-01T00:00:00Z,Completed,56,34,NA,NA,Vulnerable Residents,90,NA,eie_5ws_tempate_v2_FH Kenya-August 29th.xlsx,2,KE010,1. Access ECD spaces/schools,90
August,Food for the Hungry,International NGO,FHUSA,Education,Primary,"indicator 6 # of children and youth benefiting from resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",Supply of sport materials for soccer clubs,Food for the Hungry,Marsabit,Moyale,2023-01-01T00:00:00Z,2023-08-01T00:00:00Z,Completed,70,50,NA,NA,Vulnerable Residents,120,NA,eie_5ws_tempate_v2_FH Kenya-August 29th.xlsx,11,KE010,6. Children resilience enhancing,120
August,Food for the Hungry,International NGO,FHUSA,Education,Secondary,"indicator 6 # of children and youth benefiting from resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",Support high school students with partial schorlaship,Food for the Hungry,Marsabit,Moyale,2023-01-01T00:00:00Z,2023-08-01T00:00:00Z,Completed,273,173,NA,NA,Vulnerable Residents,446,NA,eie_5ws_tempate_v2_FH Kenya-August 29th.xlsx,4,KE010,6. Children resilience enhancing,446
August,Food for the Hungry,International NGO,FHUSA,Education,Primary,"indicator 6 # of children and youth benefiting from resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",medical support for registered children,Food for the Hungry,Marsabit,Moyale,2023-01-01T00:00:00Z,2023-08-01T00:00:00Z,Completed,94,130,NA,NA,Vulnerable Residents,224,NA,eie_5ws_tempate_v2_FH Kenya-August 29th.xlsx,2,KE010,6. Children resilience enhancing,224
August,Food for the Hungry,International NGO,FHUSA,Education,Primary,"indicator 6 # of children and youth benefiting from resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",Provision of school uniforms for registered children,Food for the Hungry,Marsabit,Moyale,2023-01-01T00:00:00Z,2023-08-01T00:00:00Z,Completed,749,750,NA,NA,Vulnerable Residents,1499,NA,eie_5ws_tempate_v2_FH Kenya-August 29th.xlsx,10,KE010,6. Children resilience enhancing,1499
August,Food for the Hungry,International NGO,FHUSA,Education,ECE,"indicator 5 # of teachers / educators trained on resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",Training for ECDE teachers,Food for the Hungry,Marsabit,Moyale,2023-01-01T00:00:00Z,2023-08-01T00:00:00Z,Completed,NA,NA,19,4,Vulnerable Residents,23,NA,eie_5ws_tempate_v2_FH Kenya-August 29th.xlsx,4,KE010,5. Educators resilience enhancing,23
August,Food for the Hungry,International NGO,FHUSA,Education,Primary,"indicator 5 # of teachers / educators trained on resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",Training for Board of Management,Food for the Hungry,Marsabit,Moyale,2023-01-01T00:00:00Z,2023-08-01T00:00:00Z,Completed,NA,NA,34,27,Vulnerable Residents,61,NA,eie_5ws_tempate_v2_FH Kenya-August 29th.xlsx,4,KE010,5. Educators resilience enhancing,61
August,Food for the Hungry,International NGO,FHUSA,Education,Primary,"indicator 6 # of children and youth benefiting from resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",Training of Local Advisory council on child rights,Food for the Hungry,Marsabit,Moyale,2023-01-01T00:00:00Z,2023-08-01T00:00:00Z,Completed,NA,NA,46,41,Vulnerable Residents,87,NA,eie_5ws_tempate_v2_FH Kenya-August 29th.xlsx,2,KE010,6. Children resilience enhancing,87
August,Food for the Hungry,International NGO,FHUSA,Education,Primary,indicator 4 # of schools with adequate quantities of safe water for drinking and personal hygiene,Construction of rain water harvesting structures,Food for the Hungry,Marsabit,Moyale,2023-01-01T00:00:00Z,2023-08-01T00:00:00Z,Completed,400,334,NA,NA,Vulnerable Residents,734,NA,eie_5ws_tempate_v2_FH Kenya-August 29th.xlsx,8,KE010,"4. Safe water, personal hygiene",0
August,Food for the Hungry,International NGO,FHUSA,Education,Primary,indicator 2 # of schools/ECD spaces with feeding programmes,provision of food to ECDE centres,Food for the Hungry,Marsabit,Moyale,2023-01-01T00:00:00Z,2023-08-01T00:00:00Z,Completed,249,307,NA,NA,Vulnerable Residents,556,NA,eie_5ws_tempate_v2_FH Kenya-August 29th.xlsx,6,KE010,2. Feeding programmes,556
August,Food for the Hungry,International NGO,FHUSA,Education,Primary,indicator 4 # of schools with adequate quantities of safe water for drinking and personal hygiene,Water trucking to schools,Food for the Hungry,Marsabit,Moyale,2023-01-01T00:00:00Z,2023-08-01T00:00:00Z,Completed,1660,1908,NA,NA,Vulnerable Residents,3568,NA,eie_5ws_tempate_v2_FH Kenya-August 29th.xlsx,10,KE010,"4. Safe water, personal hygiene",0
August,Food for the Hungry,International NGO,FHUSA,Education,ECE,indicator 2 # of schools/ECD spaces with feeding programmes,Provision of foodstuff,Food for the Hungry,Marsabit,Saku,2023-02-01T00:00:00Z,2023-09-01T00:00:00Z,Completed,305,340,22,6,Vulnerable Residents,673,NA,eie_5ws_tempate_v2_FH Kenya-August 29th.xlsx,5,KE010,2. Feeding programmes,673
August,Food for the Hungry,International NGO,FHUSA,Education,Primary,indicator 3 # of learners and teachers reached with learning and  teaching materials,Provision of Learners workbooks and teacher guides,Food for the Hungry,Marsabit,Saku,2023-01-01T00:00:00Z,2023-08-01T00:00:00Z,Completed,305,340,22,6,Vulnerable Residents,673,NA,eie_5ws_tempate_v2_FH Kenya-August 29th.xlsx,3,KE010,3. Teaching materials,0
August,Food for the Hungry,International NGO,FHUSA,Education,Primary,indicator 4 # of schools with adequate quantities of safe water for drinking and personal hygiene,Installation of roof water harvesting and PVC tank provision,Food for the Hungry,Marsabit,Saku,2023-02-01T00:00:00Z,2023-08-01T00:00:00Z,Completed,830,815,45,12,Vulnerable Residents,1702,NA,eie_5ws_tempate_v2_FH Kenya-August 29th.xlsx,12,KE010,"4. Safe water, personal hygiene",0
April,Population Council,International NGO,Wellspring Philanthropic Fund,Education,All Basic Education,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,Household visits coupled with school re-entry policy sensitization (of families and schools) to foster out-of-school parenting and pregnant girls' return to school,Homa Bay County,Homa Bay,All subcounties,2022-01-01T00:00:00Z,2022-04-01T00:00:00Z,Completed,301,401,4000,1000,Vulnerable Residents,5702,NA,eie_5ws_tempate_v2_FH Kenya-August 29th.xlsx,NA,KE043,1. Access ECD spaces/schools,5702
August,UNICEF,United Nations,EAC,Education,Primary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,Out-of-School Children Enrolment,Women Educational Researchers of Kenya,Kwale,NA,2023-08-01T00:00:00Z,2023-08-01T00:00:00Z,Completed,394,121,NA,NA,Vulnerable Residents,515,NA,EiE_5ws_tempate_v2_Kwale kajiado Kilifi August.xlsx,NA,KE002,1. Access ECD spaces/schools,515
April,Population Council,International NGO,Wellspring Philanthropic Fund,Education,All Basic Education,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,Household visits coupled with school re-entry policy sensitization (of families and schools) to foster out-of-school parenting and pregnant girls' return to school,Homa Bay County,Homa Bay,All subcounties,2022-01-01T00:00:00Z,2022-04-01T00:00:00Z,Completed,301,401,4000,1000,Vulnerable Residents,5702,NA,EiE_5ws_tempate_v2_Kwale kajiado Kilifi August.xlsx,NA,KE043,1. Access ECD spaces/schools,5702
August,UNESCO,International NGO,Prada,Education,Secondary,indicator 3 # of learners and teachers reached with learning and  teaching materials,"ICT-STEM bootcamps where girls were mentored by STEM role models and introduced to artificial intelligence, coding, robotics, 3D printing, and other foundational 21st century digital skills, with the aim of placing them on track to take up studies and careers in STEM","MoE, KNATCOM, STEM Impact Centre",Kajiado,Kajiado Central,2023-08-01T00:00:00Z,2023-08-01T00:00:00Z,Completed,0,110,0,0,Vulnerable Residents,110,"The activitvity took place from Aug 14 - 16, 2023",eie_5ws_tempate_v2_unesco_august_2023.xlsx,11,KE034,3. Teaching materials,0
August,UNESCO,International NGO,Prada,Education,Secondary,indicator 3 # of learners and teachers reached with learning and  teaching materials,"ICT-STEM bootcamps where girls were mentored by STEM role models and introduced to artificial intelligence, coding, robotics, 3D printing, and other foundational 21st century digital skills, with the aim of placing them on track to take up studies and careers in STEM","MoE, KNATCOM, STEM Impact Centre",Kwale,Msambweni,2023-08-01T00:00:00Z,2023-08-01T00:00:00Z,Completed,0,110,0,0,Vulnerable Residents,110,"The activitvity took place from Aug 14 - 16, 2024",eie_5ws_tempate_v2_unesco_august_2023.xlsx,11,KE002,3. Teaching materials,0
August,UNESCO,International NGO,Prada,Education,Secondary,indicator 3 # of learners and teachers reached with learning and  teaching materials,Teachers' training on gender-responsive/ transformative STEM and digital education,"MoE, KNATCOM, STEM Impact Centre",Kajiado,Kajiado Central,2023-08-01T00:00:00Z,2023-08-01T00:00:00Z,Completed,0,0,15,5,Vulnerable Residents,20,"The activitvity took place from Aug 14 - 16, 2025",eie_5ws_tempate_v2_unesco_august_2023.xlsx,20,KE034,3. Teaching materials,0
August,UNESCO,International NGO,Prada,Education,Secondary,indicator 3 # of learners and teachers reached with learning and  teaching materials,Teachers' training on gender-responsive/ transformative STEM and digital education,"MoE, KNATCOM, STEM Impact Centre",Kwale,Msambweni,2023-08-01T00:00:00Z,2023-08-01T00:00:00Z,Completed,0,0,9,11,Vulnerable Residents,20,"The activitvity took place from Aug 14 - 16, 2026",eie_5ws_tempate_v2_unesco_august_2023.xlsx,20,KE002,3. Teaching materials,0
April,Population Council,International NGO,Wellspring Philanthropic Fund,Education,All Basic Education,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,Household visits coupled with school re-entry policy sensitization (of families and schools) to foster out-of-school parenting and pregnant girls' return to school,Homa Bay County,Homa Bay,All subcounties,2022-01-01T00:00:00Z,2022-04-01T00:00:00Z,Completed,301,401,4000,1000,Vulnerable Residents,5702,NA,eie_5ws_tempate_v2_unesco_august_2023.xlsx,NA,KE043,1. Access ECD spaces/schools,5702
August,UNICEF,United Nations,EAC,Education,Primary,indicator 3 # of learners and teachers reached with learning and  teaching materials,Prvision of sanitary pads to girls to support retention,Finn Church Aid,Marsabit,Saku,2023-08-01T00:00:00Z,2023-08-01T00:00:00Z,Completed,0,90,NA,NA,NA,90,NA,EiE_5ws_template_unicef_mandera_mardabit_isiolo.xlsx,2,KE010,3. Teaching materials,0
August,UNICEF,United Nations,EAC,Education,Primary,"indicator 5 # of teachers / educators trained on resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",Teachers trained on digital attendance application,County Director of Education Mandera,Mandera,Mandera East,NA,2023-08-01T00:00:00Z,Completed,77,8,NA,NA,NA,85,NA,EiE_5ws_template_unicef_mandera_mardabit_isiolo.xlsx,33,KE009,5. Educators resilience enhancing,85
August,UNICEF,United Nations,EAC,Education,Primary,"indicator 5 # of teachers / educators trained on resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",School BOM trained on implmentation of sustaibility plans,Lifeskills Promoters,Isiolo,Isiolo North,NA,2023-08-01T00:00:00Z,Completed,74,17,NA,NA,NA,91,NA,EiE_5ws_template_unicef_mandera_mardabit_isiolo.xlsx,22,KE011,5. Educators resilience enhancing,91
April,Population Council,International NGO,Wellspring Philanthropic Fund,Education,All Basic Education,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,Household visits coupled with school re-entry policy sensitization (of families and schools) to foster out-of-school parenting and pregnant girls' return to school,Homa Bay County,Homa Bay,All subcounties,2022-01-01T00:00:00Z,2022-04-01T00:00:00Z,Completed,301,401,4000,1000,Vulnerable Residents,5702,NA,EiE_5ws_template_unicef_mandera_mardabit_isiolo.xlsx,NA,KE043,1. Access ECD spaces/schools,5702
September,Lifeskills Promoters,National NGO,UNICEF - EiE,Education,Primary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,"Mobilization, Identification and enrollment of School Children back to School.",Lifeskills Promoters,Turkana,Loima,2023-09-02T00:00:00Z,2023-09-01T00:00:00Z,Completed,2,0,NA,NA,Vulnerable Residents,2,Identification of OOSC at community level ongoing,EiE_5ws_template_v2_September_LISP 2023 Report.xlsx,1,KE023,1. Access ECD spaces/schools,2
April,Population Council,International NGO,Wellspring Philanthropic Fund,Education,All Basic Education,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,Household visits coupled with school re-entry policy sensitization (of families and schools) to foster out-of-school parenting and pregnant girls' return to school,Homa Bay County,Homa Bay,All subcounties,2022-01-01T00:00:00Z,2022-04-01T00:00:00Z,Completed,301,401,4000,1000,Vulnerable Residents,5702,NA,EiE_5ws_template_v2_September_LISP 2023 Report.xlsx,NA,KE043,1. Access ECD spaces/schools,5702
October,Lifeskills Promoters,National NGO,UNICEF- OOSC,Education,Primary,"indicator 6 # of children and youth benefiting from resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",Provision of Mentorship and MHPSS to learners in school,Lifeskills Promoters,Turkana,Turkana Central,2023-10-01T00:00:00Z,2023-10-01T00:00:00Z,Completed,450,755,NA,NA,NA,1205,Mentorship sessions to resume when schools are in session,EiE_5ws_template_v3 Oct_2023_lifeskills_promoters.xlsx,40,KE023,6. Children resilience enhancing,1205
